Starting Price: 1.104640, Ending Price: 1.104670, Highest Price: 1.104680, Lowest Price: 1.104630, Total Volume: 0.000000
Starting Price: 1.103640, Ending Price: 1.103680, Highest Price: 1.103740, Lowest Price: 1.103640, Total Volume: 0.000000
Starting Price: 1.103650, Ending Price: 1.103780, Highest Price: 1.103810, Lowest Price: 1.103650, Total Volume: 0.000000
Starting Price: 1.103760, Ending Price: 1.103690, Highest Price: 1.103770, Lowest Price: 1.103680, Total Volume: 0.000000
Starting Price: 1.103690, Ending Price: 1.103680, Highest Price: 1.103700, Lowest Price: 1.103670, Total Volume: 0.000000
Starting Price: 1.103670, Ending Price: 1.103730, Highest Price: 1.103730, Lowest Price: 1.103660, Total Volume: 0.000000
Starting Price: 1.103720, Ending Price: 1.103740, Highest Price: 1.103740, Lowest Price: 1.103660, Total Volume: 0.000000
Starting Price: 1.103750, Ending Price: 1.103680, Highest Price: 1.103760, Lowest Price: 1.103670, Total Volume: 0.000000
Starting Price: 1.103670, Ending Price: 1.103710, Highest Price: 1.103730, Lowest Price: 1.103660, Total Volume: 0.000000
Starting Price: 1.103720, Ending Price: 1.103740, Highest Price: 1.103750, Lowest Price: 1.103700, Total Volume: 0.000000
Starting Price: 1.103730, Ending Price: 1.103810, Highest Price: 1.103810, Lowest Price: 1.103710, Total Volume: 0.000000
Starting Price: 1.103800, Ending Price: 1.103810, Highest Price: 1.103840, Lowest Price: 1.103780, Total Volume: 0.000000
Starting Price: 1.103820, Ending Price: 1.103760, Highest Price: 1.103830, Lowest Price: 1.103750, Total Volume: 0.000000
Starting Price: 1.103770, Ending Price: 1.103780, Highest Price: 1.103810, Lowest Price: 1.103770, Total Volume: 0.000000
Starting Price: 1.103790, Ending Price: 1.103810, Highest Price: 1.103820, Lowest Price: 1.103780, Total Volume: 0.000000
Starting Price: 1.103800, Ending Price: 1.103740, Highest Price: 1.103810, Lowest Price: 1.103730, Total Volume: 0.000000
Starting Price: 1.103730, Ending Price: 1.103680, Highest Price: 1.103740, Lowest Price: 1.103680, Total Volume: 0.000000
Starting Price: 1.103680, Ending Price: 1.103680, Highest Price: 1.103690, Lowest Price: 1.103650, Total Volume: 0.000000
Starting Price: 1.103660, Ending Price: 1.103660, Highest Price: 1.103660, Lowest Price: 1.103630, Total Volume: 0.000000
Starting Price: 1.103680, Ending Price: 1.103630, Highest Price: 1.103680, Lowest Price: 1.103630, Total Volume: 0.000000
Starting Price: 1.103640, Ending Price: 1.103640, Highest Price: 1.103640, Lowest Price: 1.103610, Total Volume: 0.000000
Starting Price: 1.103630, Ending Price: 1.103630, Highest Price: 1.103660, Lowest Price: 1.103580, Total Volume: 0.000000
Starting Price: 1.103680, Ending Price: 1.103600, Highest Price: 1.103680, Lowest Price: 1.103600, Total Volume: 0.000000
Starting Price: 1.103590, Ending Price: 1.103630, Highest Price: 1.103630, Lowest Price: 1.103580, Total Volume: 0.000000
Starting Price: 1.103610, Ending Price: 1.103630, Highest Price: 1.103630, Lowest Price: 1.103600, Total Volume: 0.000000
Starting Price: 1.103650, Ending Price: 1.103660, Highest Price: 1.103660, Lowest Price: 1.103620, Total Volume: 0.000000
Starting Price: 1.103670, Ending Price: 1.103700, Highest Price: 1.103700, Lowest Price: 1.103670, Total Volume: 0.000000
Starting Price: 1.103690, Ending Price: 1.103770, Highest Price: 1.103780, Lowest Price: 1.103690, Total Volume: 0.000000
Starting Price: 1.103780, Ending Price: 1.103830, Highest Price: 1.103890, Lowest Price: 1.103770, Total Volume: 0.000000
Starting Price: 1.103840, Ending Price: 1.103780, Highest Price: 1.103840, Lowest Price: 1.103780, Total Volume: 0.000000
Starting Price: 1.103790, Ending Price: 1.103780, Highest Price: 1.103790, Lowest Price: 1.103770, Total Volume: 0.000000
Starting Price: 1.103790, Ending Price: 1.103830, Highest Price: 1.103830, Lowest Price: 1.103780, Total Volume: 0.000000
Starting Price: 1.103810, Ending Price: 1.103770, Highest Price: 1.103820, Lowest Price: 1.103760, Total Volume: 0.000000
Starting Price: 1.103760, Ending Price: 1.103750, Highest Price: 1.103790, Lowest Price: 1.103720, Total Volume: 0.000000
Starting Price: 1.103760, Ending Price: 1.103760, Highest Price: 1.103790, Lowest Price: 1.103740, Total Volume: 0.000000
Starting Price: 1.103750, Ending Price: 1.103720, Highest Price: 1.103750, Lowest Price: 1.103710, Total Volume: 0.000000
Starting Price: 1.103710, Ending Price: 1.103670, Highest Price: 1.103710, Lowest Price: 1.103650, Total Volume: 0.000000
Starting Price: 1.103680, Ending Price: 1.103610, Highest Price: 1.103680, Lowest Price: 1.103590, Total Volume: 0.000000
Starting Price: 1.103600, Ending Price: 1.103590, Highest Price: 1.103630, Lowest Price: 1.103580, Total Volume: 0.000000
Starting Price: 1.103580, Ending Price: 1.103580, Highest Price: 1.103620, Lowest Price: 1.103570, Total Volume: 0.000000
Starting Price: 1.103570, Ending Price: 1.103580, Highest Price: 1.103600, Lowest Price: 1.103570, Total Volume: 0.000000
Starting Price: 1.103580, Ending Price: 1.103690, Highest Price: 1.103690, Lowest Price: 1.103560, Total Volume: 0.000000
Starting Price: 1.103660, Ending Price: 1.103670, Highest Price: 1.103680, Lowest Price: 1.103650, Total Volume: 0.000000
Starting Price: 1.103650, Ending Price: 1.103640, Highest Price: 1.103650, Lowest Price: 1.103630, Total Volume: 0.000000
Starting Price: 1.103630, Ending Price: 1.103630, Highest Price: 1.103630, Lowest Price: 1.103590, Total Volume: 0.000000
Starting Price: 1.103610, Ending Price: 1.103580, Highest Price: 1.103630, Lowest Price: 1.103570, Total Volume: 0.000000
Starting Price: 1.103570, Ending Price: 1.103620, Highest Price: 1.103660, Lowest Price: 1.103560, Total Volume: 0.000000
Starting Price: 1.103630, Ending Price: 1.103640, Highest Price: 1.103660, Lowest Price: 1.103610, Total Volume: 0.000000
Starting Price: 1.103650, Ending Price: 1.103630, Highest Price: 1.103660, Lowest Price: 1.103610, Total Volume: 0.000000
Starting Price: 1.103640, Ending Price: 1.103640, Highest Price: 1.103690, Lowest Price: 1.103630, Total Volume: 0.000000
Starting Price: 1.103630, Ending Price: 1.103630, Highest Price: 1.103640, Lowest Price: 1.103600, Total Volume: 0.000000
Starting Price: 1.103620, Ending Price: 1.103560, Highest Price: 1.103630, Lowest Price: 1.103550, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103520, Highest Price: 1.103580, Lowest Price: 1.103520, Total Volume: 0.000000
Starting Price: 1.103510, Ending Price: 1.103530, Highest Price: 1.103540, Lowest Price: 1.103500, Total Volume: 0.000000
Starting Price: 1.103540, Ending Price: 1.103530, Highest Price: 1.103570, Lowest Price: 1.103520, Total Volume: 0.000000
Starting Price: 1.103540, Ending Price: 1.103550, Highest Price: 1.103550, Lowest Price: 1.103520, Total Volume: 0.000000
Starting Price: 1.103540, Ending Price: 1.103540, Highest Price: 1.103550, Lowest Price: 1.103500, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103560, Highest Price: 1.103590, Lowest Price: 1.103540, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103540, Highest Price: 1.103560, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103530, Ending Price: 1.103540, Highest Price: 1.103590, Lowest Price: 1.103500, Total Volume: 0.000000
Starting Price: 1.103520, Ending Price: 1.103490, Highest Price: 1.103520, Lowest Price: 1.103430, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103510, Highest Price: 1.103510, Lowest Price: 1.103470, Total Volume: 0.000000
Starting Price: 1.103510, Ending Price: 1.103490, Highest Price: 1.103520, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103480, Highest Price: 1.103480, Lowest Price: 1.103460, Total Volume: 0.000000
Starting Price: 1.103470, Ending Price: 1.103390, Highest Price: 1.103480, Lowest Price: 1.103360, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103380, Highest Price: 1.103390, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103390, Highest Price: 1.103390, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103370, Highest Price: 1.103410, Lowest Price: 1.103350, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103340, Highest Price: 1.103360, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103330, Ending Price: 1.103350, Highest Price: 1.103370, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103340, Ending Price: 1.103470, Highest Price: 1.103470, Lowest Price: 1.103340, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103480, Highest Price: 1.103500, Lowest Price: 1.103470, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103470, Highest Price: 1.103490, Lowest Price: 1.103430, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103430, Highest Price: 1.103430, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103430, Highest Price: 1.103440, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103400, Highest Price: 1.103430, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103240, Highest Price: 1.103420, Lowest Price: 1.103200, Total Volume: 0.000000
Starting Price: 1.103240, Ending Price: 1.103330, Highest Price: 1.103330, Lowest Price: 1.103240, Total Volume: 0.000000
Starting Price: 1.103320, Ending Price: 1.103340, Highest Price: 1.103340, Lowest Price: 1.103310, Total Volume: 0.000000
Starting Price: 1.103350, Ending Price: 1.103460, Highest Price: 1.103480, Lowest Price: 1.103350, Total Volume: 0.000000
Starting Price: 1.103470, Ending Price: 1.103470, Highest Price: 1.103480, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103540, Highest Price: 1.103540, Lowest Price: 1.103470, Total Volume: 0.000000
Starting Price: 1.103530, Ending Price: 1.103580, Highest Price: 1.103590, Lowest Price: 1.103520, Total Volume: 0.000000
Starting Price: 1.103570, Ending Price: 1.103540, Highest Price: 1.103590, Lowest Price: 1.103520, Total Volume: 0.000000
Starting Price: 1.103560, Ending Price: 1.103570, Highest Price: 1.103570, Lowest Price: 1.103550, Total Volume: 0.000000
Starting Price: 1.103580, Ending Price: 1.103570, Highest Price: 1.103580, Lowest Price: 1.103520, Total Volume: 0.000000
Starting Price: 1.103580, Ending Price: 1.103540, Highest Price: 1.103580, Lowest Price: 1.103540, Total Volume: 0.000000
Starting Price: 1.103530, Ending Price: 1.103560, Highest Price: 1.103560, Lowest Price: 1.103520, Total Volume: 0.000000
Starting Price: 1.103540, Ending Price: 1.103470, Highest Price: 1.103540, Lowest Price: 1.103470, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103470, Highest Price: 1.103510, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103490, Highest Price: 1.103510, Lowest Price: 1.103460, Total Volume: 0.000000
Starting Price: 1.103510, Ending Price: 1.103590, Highest Price: 1.103590, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103580, Ending Price: 1.103580, Highest Price: 1.103590, Lowest Price: 1.103570, Total Volume: 0.000000
Starting Price: 1.103570, Ending Price: 1.103620, Highest Price: 1.103620, Lowest Price: 1.103530, Total Volume: 0.000000
Starting Price: 1.103590, Ending Price: 1.103580, Highest Price: 1.103630, Lowest Price: 1.103580, Total Volume: 0.000000
Starting Price: 1.103570, Ending Price: 1.103610, Highest Price: 1.103610, Lowest Price: 1.103530, Total Volume: 0.000000
Starting Price: 1.103600, Ending Price: 1.103580, Highest Price: 1.103610, Lowest Price: 1.103550, Total Volume: 0.000000
Starting Price: 1.103570, Ending Price: 1.103530, Highest Price: 1.103570, Lowest Price: 1.103510, Total Volume: 0.000000
Starting Price: 1.103550, Ending Price: 1.103530, Highest Price: 1.103550, Lowest Price: 1.103480, Total Volume: 0.000000
Starting Price: 1.103530, Ending Price: 1.103570, Highest Price: 1.103590, Lowest Price: 1.103530, Total Volume: 0.000000
Starting Price: 1.103580, Ending Price: 1.103460, Highest Price: 1.103580, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103450, Ending Price: 1.103470, Highest Price: 1.103490, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103460, Highest Price: 1.103480, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103470, Ending Price: 1.103430, Highest Price: 1.103470, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103390, Highest Price: 1.103430, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103250, Highest Price: 1.103390, Lowest Price: 1.103240, Total Volume: 0.000000
Starting Price: 1.103240, Ending Price: 1.103250, Highest Price: 1.103290, Lowest Price: 1.103240, Total Volume: 0.000000
Starting Price: 1.103230, Ending Price: 1.103290, Highest Price: 1.103300, Lowest Price: 1.103230, Total Volume: 0.000000
Starting Price: 1.103300, Ending Price: 1.103310, Highest Price: 1.103340, Lowest Price: 1.103300, Total Volume: 0.000000
Starting Price: 1.103300, Ending Price: 1.103330, Highest Price: 1.103330, Lowest Price: 1.103300, Total Volume: 0.000000
Starting Price: 1.103320, Ending Price: 1.103340, Highest Price: 1.103360, Lowest Price: 1.103320, Total Volume: 0.000000
Starting Price: 1.103350, Ending Price: 1.103410, Highest Price: 1.103410, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103410, Highest Price: 1.103440, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103420, Highest Price: 1.103420, Lowest Price: 1.103350, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103390, Highest Price: 1.103430, Lowest Price: 1.103390, Total Volume: 0.000000
Starting Price: 1.103380, Ending Price: 1.103380, Highest Price: 1.103380, Lowest Price: 1.103360, Total Volume: 0.000000
Starting Price: 1.103370, Ending Price: 1.103440, Highest Price: 1.103440, Lowest Price: 1.103350, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103460, Highest Price: 1.103470, Lowest Price: 1.103430, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103390, Highest Price: 1.103430, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103410, Highest Price: 1.103430, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103420, Highest Price: 1.103430, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103430, Ending Price: 1.103460, Highest Price: 1.103470, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103480, Ending Price: 1.103450, Highest Price: 1.103490, Lowest Price: 1.103450, Total Volume: 0.000000
Starting Price: 1.103440, Ending Price: 1.103430, Highest Price: 1.103450, Lowest Price: 1.103370, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103440, Highest Price: 1.103440, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103450, Highest Price: 1.103460, Lowest Price: 1.103410, Total Volume: 0.000000
Starting Price: 1.103440, Ending Price: 1.103510, Highest Price: 1.103510, Lowest Price: 1.103440, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103440, Highest Price: 1.103510, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103380, Highest Price: 1.103410, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103410, Ending Price: 1.103480, Highest Price: 1.103480, Lowest Price: 1.103400, Total Volume: 0.000000
Starting Price: 1.103490, Ending Price: 1.103430, Highest Price: 1.103490, Lowest Price: 1.103420, Total Volume: 0.000000
Starting Price: 1.103420, Ending Price: 1.103380, Highest Price: 1.103430, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103390, Ending Price: 1.103390, Highest Price: 1.103420, Lowest Price: 1.103380, Total Volume: 0.000000
Starting Price: 1.103360, Ending Price: 1.103330, Highest Price: 1.103370, Lowest Price: 1.103330, Total Volume: 0.000000
Starting Price: 1.103340, Ending Price: 1.103300, Highest Price: 1.103340, Lowest Price: 1.103290, Total Volume: 0.000000
Starting Price: 1.103310, Ending Price: 1.103310, Highest Price: 1.103320, Lowest Price: 1.103280, Total Volume: 0.000000
Starting Price: 1.103330, Ending Price: 1.103380, Highest Price: 1.103380, Lowest Price: 1.103320, Total Volume: 0.000000
Starting Price: 1.103400, Ending Price: 1.103470, Highest Price: 1.103480, Lowest Price: 1.103390, Total Volume: 0.000000
Starting Price: 1.103460, Ending Price: 1.103440, Highest Price: 1.103480, Lowest Price: 1.103440, Total Volume: 0.000000
